Month,State,City,Sessions,New users,Users,Transactions,Transaction revenue
2019|04,New South Wales,Kiama,254,122,196,0,$0.00
2019|04,New South Wales,Lismore,577,159,312,10,"$2,534.72"
2019|04,New South Wales,Lithgow,175,27,53,10,"$4,994.99"
2019|04,New South Wales,Maitland,122,16,37,10,$720.48
2019|04,New South Wales,Mudgee,254,58,143,16,"$1,232.57"
2019|04,New South Wales,Muswellbrook,148,32,85,5,$661.72
2019|04,New South Wales,Newcastle,"11,383","3,431","5,951",302,"$34,580.77"
2019|04,New South Wales,Nowra,64,21,37,0,$0.00
2019|04,New South Wales,Orange,953,270,487,16,"$1,638.03"
2019|04,New South Wales,Parkes,111,32,79,0,$0.00
2019|04,New South Wales,Port Macquarie,"1,917",498,"1,027",69,"$12,611.58"
2019|04,New South Wales,Queanbeyan,524,143,222,5,$386.19
2019|04,New South Wales,Raymond Terrace,169,64,106,5,$232.64
2019|04,New South Wales,Richmond,53,27,37,0,$0.00
2019|04,New South Wales,Singleton,122,32,69,0,$0.00
2019|04,New South Wales,Sydney,"706,585","213,736","331,180","18,187","$2,223,802.73"
2019|04,New South Wales,Tamworth,556,159,318,21,"$2,150.02"
2019|04,New South Wales,Taree,355,111,217,5,$809.80
2019|04,New South Wales,Wagga Wagga,"1,504",328,699,37,"$3,707.99"
2019|04,New South Wales,Wollongong,"10,753","2,886","5,745",270,"$46,254.63"
2019|04,Northern Territory,(not set),90,32,64,0,$0.00
2019|04,Northern Territory,Alice Springs,387,127,217,5,$61.31
2019|04,Northern Territory,Darwin,"3,632",964,"1,821",95,"$16,006.61"
2019|04,Queensland,(not set),"2,075",662,"1,186",48,"$7,040.12"
2019|04,Queensland,Bongaree,42,16,32,0,$0.00
2019|04,Queensland,Brisbane,"274,766","82,373","131,485","6,904","$836,907.59"
2019|04,Queensland,Buderim,74,32,58,0,$0.00
2019|04,Queensland,Bundaberg,932,238,476,10,$857.14
2019|04,Queensland,Cairns,"6,279","1,996","3,653",154,"$15,626.25"
2019|04,Queensland,Dalby,42,32,42,0,$0.00
2019|04,Queensland,Emerald,127,16,53,0,$0.00
2019|04,Queensland,Gladstone,487,111,260,5,$470.84
2019|04,Queensland,Gold Coast,"23,550","7,767","13,538",646,"$78,703.50"
2019|04,Queensland,Gympie,540,64,185,10,$427.01
2019|04,Queensland,Hervey Bay,"1,017",164,376,27,"$1,174.28"
2019|04,Queensland,Kingaroy,58,16,42,0,$0.00
2019|04,Queensland,Mackay,"2,552",842,"1,551",48,"$8,775.36"
2019|04,Queensland,Maroochydore,90,21,48,10,$710.53
2019|04,Queensland,Maryborough,111,64,85,0,$0.00
2019|04,Queensland,Mount Isa,122,32,69,5,"$1,502.91"
2019|04,Queensland,Nambour,127,32,58,0,$0.00
2019|04,Queensland,Nerang,16,5,5,5,$312.11
2019|04,Queensland,Redcliffe,5,5,5,0,$0.00
2019|04,Queensland,Rockhampton,810,286,471,16,"$2,655.27"
2019|04,Queensland,Sunshine Coast,"12,040","3,622","6,592",307,"$33,516.67"
2019|04,Queensland,Toowoomba,"5,554","1,715","3,060",180,"$15,853.55"
2019|04,Queensland,Townsville,"5,453","1,520","2,780",132,"$18,190.51"
2019|04,Queensland,Warwick,169,37,90,10,"$1,767.64"
2019|04,South Australia,(not set),"1,609",349,741,48,"$6,130.73"
2019|04,South Australia,Adelaide,"137,891","37,713","62,672","3,653","$422,649.78"
2019|04,South Australia,Gawler,132,64,101,5,$470.69
2019|04,South Australia,Mount Gambier,439,42,169,27,"$1,960.79"
2019|04,South Australia,Murray Bridge,175,69,116,10,$761.78
2019|04,South Australia,Port Augusta,5,5,5,0,$0.00
2019|04,South Australia,Port Lincoln,53,27,42,0,$0.00
2019|04,South Australia,Port Pirie,148,21,64,0,$0.00
2019|04,South Australia,Victor Harbor - Goolwa,254,53,122,0,$0.00
2019|04,South Australia,Whyalla,111,32,74,5,$126.96
2019|04,Tasmania,(not set),"1,276",349,704,32,"$4,662.44"
2019|04,Tasmania,Burnie - Somerset,302,48,169,10,"$2,294.87"
2019|04,Tasmania,Devonport,"1,911",498,995,64,"$5,332.99"
2019|04,Tasmania,Hobart,"18,314","4,580","8,254",466,"$54,967.99"
2019|04,Tasmania,Launceston,"11,283","2,594","4,988",334,"$46,063.23"
2019|04,Tasmania,Ulverstone,90,37,69,16,"$2,599.47"
2019|04,Victoria,(not set),"4,310","1,218","2,319",148,"$13,462.00"
2019|04,Victoria,Bacchus Marsh,233,58,132,5,$418.00
2019|04,Victoria,Bairnsdale,143,48,106,5,$708.46
2019|04,Victoria,Ballarat,"3,023",900,"1,663",95,"$9,965.15"
2019|04,Victoria,Barwon Downs,58,32,42,0,$0.00
2019|04,Victoria,Bendigo,"2,017",476,"1,054",69,"$6,434.26"
2019|04,Victoria,Colac,328,95,154,16,"$2,317.11"
2019|04,Victoria,Craigieburn,16,10,16,0,$0.00
2019|04,Victoria,Cranbourne,191,27,64,0,$0.00
2019|04,Victoria,Drouin,392,106,228,16,$926.02
2019|04,Victoria,Echuca,212,69,127,0,$0.00
2019|04,Victoria,Geelong,"6,947","2,086","3,685",233,"$33,488.61"
2019|04,Victoria,Hamilton,79,21,42,0,$0.00
2019|04,Victoria,Horsham,21,16,16,0,$0.00
2019|04,Victoria,Melbourne,"647,519","178,712","288,940","17,165","$2,070,935.07"
2019|04,Victoria,Melton,5,0,5,0,$0.00
2019|04,Victoria,Mildura,927,233,424,27,"$1,148.76"
2019|04,Victoria,Moe - Newborough,312,79,159,16,"$1,471.62"
2019|04,Victoria,Morwell,217,64,127,5,$252.97
2019|04,Victoria,Pakenham,"1,895",466,932,69,"$5,641.77"
2019|04,Victoria,Portland,32,16,21,0,$0.00
2019|04,Victoria,Sale,535,79,196,27,"$3,216.13"
2019|04,Victoria,Shepparton - Mooroopna,916,228,466,32,"$4,255.71"
2019|04,Victoria,Sunbury,937,275,429,32,"$1,671.49"
2019|04,Victoria,Swan Hill,58,27,53,5,$166.78
2019|04,Victoria,Traralgon,482,116,286,27,"$1,851.98"
2019|04,Victoria,Wangaratta,185,90,159,0,$0.00
2019|04,Victoria,Warragul,762,286,503,21,"$3,084.29"
2019|04,Victoria,Warrnambool,519,154,307,21,"$2,360.31"
2019|04,Victoria,Wodonga,757,217,493,5,$942.17
2019|04,Western Australia,(not set),"2,033",688,"1,313",64,"$5,116.71"
2019|04,Western Australia,Albany,79,37,69,0,$0.00
2019|04,Western Australia,Broome,16,5,5,0,$0.00
2019|04,Western Australia,Bunbury,556,217,355,10,"$1,417.41"
2019|04,Western Australia,Busselton,233,64,143,16,"$1,175.28"
2019|04,Western Australia,Geraldton,731,222,402,10,"$1,547.71"
2019|04,Western Australia,Kalgoorlie - Boulder,79,27,37,0,$0.00
2019|04,Western Australia,Mandurah,"2,573",836,"1,371",101,"$12,528.30"
2019|04,Western Australia,Perth,"160,081","49,250","76,115","4,188","$509,178.48"
2019|05,(not set),(not set),348,129,219,17,"$1,013.77"
2019|05,Australian Capital Territory,(not set),157,51,106,0,$0.00
2019|05,Australian Capital Territory,Canberra,"36,224","10,843","17,834","1,132","$138,942.83"
2019|05,New South Wales,(not set),"15,227","4,143","8,023",465,"$68,377.75"
2019|05,New South Wales,Albury,"1,772",505,"1,004",51,"$9,982.20"
2019|05,New South Wales,Armidale,729,247,437,22,"$1,860.52"
2019|05,New South Wales,Ballina,381,118,213,22,"$1,428.14"
2019|05,New South Wales,Batemans Bay,303,39,73,11,$290.58
2019|05,New South Wales,Bathurst,886,291,510,17,"$3,205.85"
2019|05,New South Wales,Bowral,230,67,140,6,$616.32
2019|05,New South Wales,Broken Hill,163,39,101,6,$336.33
2019|05,New South Wales,Byron Bay,925,314,550,6,$442.91
2019|05,New South Wales,Casino,51,28,45,6,$179.07
2019|05,New South Wales,Central Coast,"16,141","4,709","8,802",516,"$71,493.23"
2019|05,New South Wales,Cessnock,213,90,129,0,$0.00
2019|05,New South Wales,Coffs Harbour,"1,906",538,"1,009",67,"$6,225.12"
2019|05,New South Wales,Dubbo,"1,172",331,639,51,"$4,991.52"
2019|05,New South Wales,Forbes,179,45,73,6,$380.91
2019|05,New South Wales,Goulburn,28,6,11,6,$280.04
2019|05,New South Wales,Grafton,314,95,168,22,"$6,618.86"
2019|05,New South Wales,Griffith,572,56,174,6,$260.76
2019|05,New South Wales,Katoomba,45,6,34,0,$0.00
2019|05,New South Wales,Kempsey,151,22,73,6,$952.82
2019|05,New South Wales,Kiama,393,118,252,6,$745.27
2019|05,New South Wales,Lismore,583,163,359,17,"$1,877.39"
2019|05,New South Wales,Lithgow,196,11,34,11,"$2,049.74"
2019|05,New South Wales,Maitland,39,11,28,0,$0.00
2019|05,New South Wales,Mudgee,224,56,140,6,"$3,560.13"
2019|05,New South Wales,Muswellbrook,185,67,112,6,"$1,199.12"
2019|05,New South Wales,Newcastle,"13,859","4,025","7,294",381,"$45,605.17"
2019|05,New South Wales,Nowra,163,17,45,0,$0.00
2019|05,New South Wales,Orange,"1,547",325,673,56,"$7,194.76"
2019|05,New South Wales,Parkes,134,51,84,6,$173.47
2019|05,New South Wales,Port Macquarie,"2,198",617,"1,205",51,"$12,031.88"
2019|05,New South Wales,Queanbeyan,678,157,275,6,"$1,171.48"
2019|05,New South Wales,Raymond Terrace,179,56,106,11,"$2,314.08"
2019|05,New South Wales,Richmond,67,28,39,0,$0.00
2019|05,New South Wales,Singleton,151,62,101,0,$0.00
2019|05,New South Wales,Sydney,"769,968","229,390","347,025","21,394","$2,543,461.64"
2019|05,New South Wales,Tamworth,908,202,432,28,"$5,470.09"
2019|05,New South Wales,Taree,325,79,174,6,$235.08
2019|05,New South Wales,Wagga Wagga,"1,239",353,701,28,"$3,390.81"
2019|05,New South Wales,Wollongong,"10,675","2,786","5,584",286,"$33,955.14"
2019|05,Northern Territory,(not set),118,67,84,0,$0.00
2019|05,Northern Territory,Alice Springs,578,140,320,11,$529.36
2019|05,Northern Territory,Darwin,"3,913","1,183","2,080",134,"$19,044.55"
2019|05,Queensland,(not set),"3,319",936,"1,845",118,"$15,459.58"
2019|05,Queensland,Bongaree,39,6,39,0,$0.00
2019|05,Queensland,Brisbane,"293,276","87,495","138,217","7,928","$959,971.04"
2019|05,Queensland,Buderim,39,17,34,0,$0.00
2019|05,Queensland,Bundaberg,656,236,409,11,$609.87
2019|05,Queensland,Cairns,"7,507","2,400","4,255",191,"$25,576.96"
2019|05,Queensland,Dalby,84,11,45,6,$274.72
2019|05,Queensland,Emerald,118,56,73,6,$117.40
2019|05,Queensland,Gladstone,432,123,213,11,"$1,002.72"
2019|05,Queensland,Gold Coast,"28,868","8,841","15,238",841,"$118,761.84"
2019|05,Queensland,Gympie,364,84,202,11,"$3,459.21"
2019|05,Queensland,Hervey Bay,869,247,471,45,"$4,961.75"
2019|05,Queensland,Kingaroy,101,56,73,6,$201.55
2019|05,Queensland,Mackay,"2,971",723,"1,469",112,"$20,230.21"
2019|05,Queensland,Maroochydore,90,17,34,11,$533.01
2019|05,Queensland,Maryborough,151,51,101,0,$0.00
2019|05,Queensland,Mount Isa,213,67,129,6,$392.40
2019|05,Queensland,Nambour,39,22,39,6,$947.16
2019|05,Queensland,Nerang,79,17,34,0,$0.00
2019|05,Queensland,Rockhampton,"1,256",331,555,34,"$2,731.21"
2019|05,Queensland,Sunshine Coast,"13,871","3,874","7,300",448,"$45,236.37"
2019|05,Queensland,Toowoomba,"4,631","1,486","2,764",151,"$26,008.10"
2019|05,Queensland,Townsville,"5,657","1,716","3,095",123,"$15,758.36"
2019|05,Queensland,Victoria Point,6,0,6,0,$0.00
2019|05,Queensland,Warwick,202,79,134,0,$0.00
2019|05,South Australia,(not set),"3,156",594,"1,245",73,"$8,349.03"
2019|05,South Australia,Adelaide,"157,935","42,862","69,554","4,743","$515,138.38"
2019|05,South Australia,Gawler,174,90,140,6,$168.14
2019|05,South Australia,Mount Gambier,448,112,196,6,$605.33
2019|05,South Australia,Murray Bridge,191,62,90,0,$0.00
2019|05,South Australia,Port Lincoln,163,22,67,6,"$1,216.05"
2019|05,South Australia,Port Pirie,106,34,67,0,$0.00
2019|05,South Australia,Victor Harbor - Goolwa,213,95,168,6,$128.61
2019|05,South Australia,Whyalla,56,22,45,0,$0.00
2019|05,Tasmania,(not set),"1,749",510,914,101,"$15,709.91"
2019|05,Tasmania,Burnie - Somerset,342,112,224,0,$0.00
2019|05,Tasmania,Devonport,"1,570",342,819,73,"$7,920.75"
2019|05,Tasmania,Hobart,"19,118","4,984","8,937",488,"$53,645.11"
2019|05,Tasmania,Kingston,34,6,28,0,$0.00
2019|05,Tasmania,Launceston,"12,250","2,893","5,371",370,"$54,173.69"
2019|05,Tasmania,Ulverstone,179,34,95,17,"$2,076.87"
2019|05,Victoria,(not set),"7,008","1,912","3,874",224,"$32,690.26"
2019|05,Victoria,Bacchus Marsh,364,95,168,11,"$1,423.71"
2019|05,Victoria,Bairnsdale,168,56,95,6,$560.09
2019|05,Victoria,Ballarat,"3,179",790,"1,581",123,"$20,892.45"
2019|05,Victoria,Barwon Downs,39,34,39,0,$0.00
2019|05,Victoria,Bendigo,"2,372",667,"1,323",67,"$6,521.14"
2019|05,Victoria,Colac,364,67,134,6,$173.24
2019|05,Victoria,Cranbourne,140,17,22,6,$201.10
2019|05,Victoria,Drouin,471,123,219,28,"$2,157.04"
2019|05,Victoria,Echuca,247,79,168,22,"$2,013.57"
2019|05,Victoria,Geelong,"8,903","2,372","4,194",275,"$28,262.53"
2019|05,Victoria,Hamilton,73,28,51,0,$0.00
2019|05,Victoria,Horsham,28,17,17,0,$0.00
2019|05,Victoria,Melbourne,"696,944","190,873","301,529","19,623","$2,356,747.63"
2019|05,Victoria,Mildura,"1,149",252,465,34,"$2,362.58"
2019|05,Victoria,Moe - Newborough,314,112,185,0,$0.00
2019|05,Victoria,Morwell,303,84,157,17,$997.23
2019|05,Victoria,Mount Martha,34,6,11,0,$0.00
2019|05,Victoria,Pakenham,"2,080",600,"1,060",118,"$10,985.71"
2019|05,Victoria,Portland,62,39,45,0,$0.00
2019|05,Victoria,Sale,460,112,247,22,"$3,084.47"
2019|05,Victoria,Shepparton - Mooroopna,964,258,465,45,"$4,213.45"
2019|05,Victoria,Sunbury,"1,295",258,578,51,"$8,263.42"
2019|05,Victoria,Swan Hill,157,45,95,0,$0.00
2019|05,Victoria,Traralgon,656,185,297,17,"$1,408.13"
2019|05,Victoria,Wangaratta,348,106,208,11,$402.88
2019|05,Victoria,Warragul,"1,261",263,493,39,"$4,741.53"
2019|05,Victoria,Warrnambool,"1,082",297,510,45,"$3,506.47"
2019|05,Victoria,Wodonga,"1,424",404,796,28,"$2,813.45"
2019|05,Western Australia,(not set),"3,577","1,077","2,046",163,"$14,884.02"
2019|05,Western Australia,Albany,275,101,185,6,"$2,063.19"
2019|05,Western Australia,Broome,17,11,17,0,$0.00
2019|05,Western Australia,Bunbury,824,241,409,6,"$1,220.87"
2019|05,Western Australia,Busselton,230,101,157,6,$274.44
2019|05,Western Australia,Geraldton,"1,245",359,639,56,"$6,013.92"
2019|05,Western Australia,Kalgoorlie - Boulder,90,17,56,6,$633.20
2019|05,Western Australia,Mandurah,"2,327",790,"1,441",39,"$5,190.95"
2019|05,Western Australia,Perth,"168,251","51,541","78,323","4,597","$541,599.42"
2019|06,(not set),(not set),450,361,406,0,$0.00
2019|06,Australian Capital Territory,(not set),167,61,100,11,$857.73
2019|06,Australian Capital Territory,Canberra,"34,790","10,499","17,392",928,"$118,782.81"
2019|06,New South Wales,(not set),"16,559","4,833","8,865",517,"$56,960.43"
2019|06,New South Wales,Albury,"1,989",428,833,50,"$3,657.05"
2019|06,New South Wales,Armidale,716,156,322,17,"$1,771.39"
2019|06,New South Wales,Ballina,283,100,172,11,"$1,388.72"
2019|06,New South Wales,Batemans Bay,211,33,61,6,$427.39
2019|06,New South Wales,Bathurst,833,194,367,17,"$2,950.03"
2019|06,New South Wales,Bowral,117,50,94,0,$0.00
2019|06,New South Wales,Broken Hill,178,33,72,6,"$1,023.87"
2019|06,New South Wales,Byron Bay,555,267,406,6,$854.40
2019|06,New South Wales,Casino,28,17,28,0,$0.00
2019|06,New South Wales,Central Coast,"14,293","3,938","7,382",345,"$44,261.76"
2019|06,New South Wales,Cessnock,200,100,144,6,$195.31
2019|06,New South Wales,Coffs Harbour,"1,561",439,833,28,"$1,956.20"
2019|06,New South Wales,Dubbo,"1,005",306,544,28,"$3,684.88"
2019|06,New South Wales,Forbes,233,50,61,0,$0.00
2019|06,New South Wales,Goulburn,6,6,6,0,$0.00
2019|06,New South Wales,Grafton,217,117,161,11,$993.93
2019|06,New South Wales,Griffith,555,106,183,22,"$2,564.02"
2019|06,New South Wales,Katoomba,122,17,39,6,"$1,088.64"
2019|06,New South Wales,Kempsey,94,44,83,6,"$2,981.86"
2019|06,New South Wales,Kiama,172,39,117,6,$463.33
2019|06,New South Wales,Lismore,406,150,244,17,"$2,648.12"
2019|06,New South Wales,Lithgow,22,17,22,0,$0.00
2019|06,New South Wales,Maitland,61,6,22,0,$0.00
2019|06,New South Wales,Mudgee,400,139,250,11,$782.68
2019|06,New South Wales,Muswellbrook,83,28,72,0,$0.00
2019|06,New South Wales,Newcastle,"12,976","3,844","7,027",494,"$56,806.78"
2019|06,New South Wales,Nowra,106,44,56,0,$0.00
2019|06,New South Wales,Orange,950,244,445,50,"$16,609.19"
2019|06,New South Wales,Parkes,178,61,128,6,$832.95
2019|06,New South Wales,Port Macquarie,"1,566",472,828,67,"$11,345.23"
2019|06,New South Wales,Queanbeyan,"1,333",200,406,33,"$6,897.10"
2019|06,New South Wales,Raymond Terrace,183,67,106,11,"$1,712.85"
2019|06,New South Wales,Singleton,94,28,61,0,$0.00
2019|06,New South Wales,Sydney,"765,529","226,433","348,252","20,253","$2,426,588.38"
2019|06,New South Wales,Tamworth,633,267,439,33,"$1,716.90"
2019|06,New South Wales,Taree,272,78,183,0,$0.00
2019|06,New South Wales,Wagga Wagga,"1,017",267,583,22,"$5,118.82"
2019|06,New South Wales,Wollongong,"9,876","2,744","5,116",261,"$29,842.41"
2019|06,Northern Territory,(not set),89,22,61,0,$0.00
2019|06,Northern Territory,Alice Springs,789,211,367,22,"$1,328.39"
2019|06,Northern Territory,Darwin,"3,794","1,183","1,983",128,"$13,471.24"
2019|06,Queensland,(not set),"3,683","1,228","2,189",167,"$51,319.34"
2019|06,Queensland,Bongaree,17,0,11,0,$0.00
2019|06,Queensland,Brisbane,"301,685","90,272","141,538","7,410","$883,389.13"
2019|06,Queensland,Buderim,61,33,39,0,$0.00
2019|06,Queensland,Bundaberg,689,233,389,17,"$1,482.10"
2019|06,Queensland,Cairns,"7,105","2,211","3,838",156,"$14,921.56"
2019|06,Queensland,Dalby,72,11,50,0,$0.00
2019|06,Queensland,Emerald,156,72,94,0,$0.00
2019|06,Queensland,Gladstone,439,156,261,17,"$1,633.80"
2019|06,Queensland,Gold Coast,"27,519","8,455","14,443",744,"$103,507.62"
2019|06,Queensland,Gympie,194,106,139,0,$0.00
2019|06,Queensland,Hervey Bay,650,178,283,6,"$1,277.12"
2019|06,Queensland,Kingaroy,278,33,72,11,$285.19
2019|06,Queensland,Mackay,"2,361",728,"1,272",50,"$6,126.58"
2019|06,Queensland,Maroochydore,44,22,33,0,$0.00
2019|06,Queensland,Maryborough,122,28,67,0,$0.00
2019|06,Queensland,Mount Isa,211,50,128,11,$749.41
2019|06,Queensland,Nambour,61,17,22,0,$0.00
2019|06,Queensland,Rockhampton,922,267,450,39,"$5,021.00"
2019|06,Queensland,Sunshine Coast,"13,998","4,027","7,166",428,"$47,808.77"
2019|06,Queensland,Toowoomba,"4,577","1,406","2,428",144,"$13,743.99"
2019|06,Queensland,Townsville,"5,738","1,766","3,011",178,"$12,485.09"
2019|06,Queensland,Warwick,94,33,56,0,$0.00
2019|06,South Australia,(not set),"2,550",655,"1,244",39,"$3,607.73"
2019|06,South Australia,Adelaide,"157,498","43,645","70,397","5,005","$585,275.18"
2019|06,South Australia,Gawler,178,83,122,11,"$1,432.32"
2019|06,South Australia,Mount Gambier,389,78,167,17,"$1,319.01"
2019|06,South Australia,Murray Bridge,122,56,89,0,$0.00
2019|06,South Australia,Port Lincoln,50,6,11,11,$344.29
2019|06,South Australia,Port Pirie,78,33,61,0,$0.00
2019|06,South Australia,Victor Harbor - Goolwa,206,111,150,0,$0.00
2019|06,South Australia,Whyalla,50,22,33,0,$0.00
2019|06,Tasmania,(not set),"1,283",328,683,33,"$2,568.63"
2019|06,Tasmania,Burnie - Somerset,250,111,189,6,$205.14
2019|06,Tasmania,Devonport,"1,433",395,778,56,"$4,227.59"
2019|06,Tasmania,Hobart,"20,031","5,355","9,182",600,"$73,001.36"
2019|06,Tasmania,Kingston,28,0,6,0,$0.00
2019|06,Tasmania,Launceston,"10,760","2,666","5,038",345,"$41,202.08"
2019|06,Tasmania,Ulverstone,133,44,89,6,"$1,072.92"
2019|06,Victoria,(not set),"6,349","1,966","3,511",239,"$35,553.88"
2019|06,Victoria,Bacchus Marsh,178,50,117,17,"$1,018.49"
2019|06,Victoria,Bairnsdale,94,39,61,11,$771.02
2019|06,Victoria,Ballarat,"3,411",739,"1,456",106,"$13,212.77"
2019|06,Victoria,Barwon Downs,39,17,22,6,$210.75
2019|06,Victoria,Bendigo,"1,761",433,961,11,"$2,093.91"
2019|06,Victoria,Colac,267,44,106,6,$83.32
2019|06,Victoria,Drouin,400,122,217,11,$866.17
2019|06,Victoria,Echuca,206,50,94,0,$0.00
2019|06,Victoria,Geelong,"8,266","2,300","3,922",222,"$30,823.90"
2019|06,Victoria,Hamilton,67,39,50,0,$0.00
2019|06,Victoria,Horsham,72,17,44,6,"$1,149.36"
2019|06,Victoria,Melbourne,"676,273","192,271","301,441","18,225","$2,193,479.99"
2019|06,Victoria,Mildura,"1,089",256,467,44,"$4,963.17"
2019|06,Victoria,Moe - Newborough,222,83,150,0,$0.00
2019|06,Victoria,Morwell,445,78,156,11,"$1,191.13"
2019|06,Victoria,Mount Martha,6,6,6,0,$0.00
2019|06,Victoria,Pakenham,"2,078",517,889,56,"$3,895.08"
2019|06,Victoria,Portland,72,33,56,0,$0.00
2019|06,Victoria,Sale,228,94,161,6,$885.00
2019|06,Victoria,Shepparton - Mooroopna,889,222,483,39,"$2,581.46"
2019|06,Victoria,Sunbury,"1,211",239,578,50,"$5,209.42"
2019|06,Victoria,Swan Hill,122,39,67,0,$0.00
2019|06,Victoria,Traralgon,422,139,272,39,"$6,751.51"
2019|06,Victoria,Wangaratta,189,72,117,0,$0.00
2019|06,Victoria,Warragul,828,283,494,28,"$1,720.23"
2019|06,Victoria,Warrnambool,700,200,328,6,$322.18
2019|06,Victoria,Wodonga,700,339,533,22,"$1,604.58"
2019|06,Western Australia,(not set),"4,622","1,444","2,611",161,"$19,860.35"
